,topic,page_num,post_num,text,join_date,post_date,num_likes,pred_label,true_label
3480,Rapping with a tagline - tips?,2,1,then~ when the second raps~ the first rapper on the ground or at next anchor can hold onto the skinny line to control rope creep,Apr 2006,Jul 23 2014,1,1,
3481,Rapping with a tagline - tips?,2,1,btw~ the petit can easily be done in 5 raps,Apr 2006,Jul 23 2014,1,1,
3482,Rapping with a tagline - tips?,2,1,from the top~ rap to the fixe anchors 160 down and slightly left,Apr 2006,Jul 23 2014,1,1,
3483,Rapping with a tagline - tips?,2,1,then~ on the second rap~ locate the large grassy ledge 210 feet below,Apr 2006,Jul 23 2014,1,1,
3484,Rapping with a tagline - tips?,2,1,rap carefully to your rope ends and down climb 10 feet of easy terrain (5.2?) to the large grassy ledge,Apr 2006,Jul 23 2014,1,1,
3485,Rapping with a tagline - tips?,2,1,do the next 3 raps as normal.,Apr 2006,Jul 23 2014,1,1,
3486,Rapping with a tagline - tips?,2,4,when pulling your ropes for the next rap i always toss or lower (as im pulling the lead) as much tag line as possible,Mar 2008,Jul 23 2014,0,1,
3487,Rapping with a tagline - tips?,2,4,we found that usually ends up being half or more of the tag line,Mar 2008,Jul 23 2014,0,1,
3488,Rapping with a tagline - tips?,2,4,then you thread and toss your lead line...having tied off your tag on a bight beforehand so you don't lose is after lowering the majority and pulling yr ropes overhead,Mar 2008,Jul 23 2014,0,1,
3489,Rapping with a tagline - tips?,2,4,this method guarantees that not only will your ropes not wrap each other up when tossing~ but (more importantly) keeps the skinny tag from snarling itself something fierce when you try to toss the full 60m at once,Mar 2008,Jul 23 2014,0,1,
3490,Rapping with a tagline - tips?,2,4,also~ whenever tossing any amount of tag always feed out a solid 40 feet of tail off the coil...keeps that tails from threading loops on the way down,Mar 2008,Jul 23 2014,0,1,
3491,Rapping with a tagline - tips?,2,4,yer still gonna die though,Mar 2008,Jul 23 2014,0,1,
3492,Rapping with a tagline - tips?,2,4,:),Mar 2008,Jul 23 2014,0,2,2.0
3493,Rapping with a tagline - tips?,2,4,:),Mar 2008,Jul 23 2014,0,2,2.0
3494,Rapping with a tagline - tips?,2,5,another thread about edk strength and tag lines,Feb 2009,Jul 23 2014,0,1,
3495,Rapping with a tagline - tips?,2,5,please punch me in the balls now,Feb 2009,Jul 23 2014,0,1,
3496,Rapping with a tagline - tips?,2,5,how about a new rule that says any post made about a topic that has already been covered at least 20 times in the last revolving year is deleted on the spot?,Feb 2009,Jul 23 2014,0,1,
3497,Rapping with a tagline - tips?,2,8,maybe i am not making this as hard and i need to~ so surely i will die,Oct 2012,Jul 23 2014,1,1,
3498,Rapping with a tagline - tips?,2,8,i join my lead line to an 8mm tag line with an edk and rap off of both strands,Oct 2012,Jul 23 2014,1,1,
3499,Rapping with a tagline - tips?,2,8,thread the rope i am pulling at the next set of rings~ alternate pulls and repeat until i am on the ground,Oct 2012,Jul 23 2014,1,1,
3500,Rapping with a tagline - tips?,2,8,20 years later i am still here,Oct 2012,Jul 23 2014,1,1,
3501,Rapping with a tagline - tips?,2,8,am i missing something,Oct 2012,Jul 23 2014,1,1,
3502,Rapping with a tagline - tips?,2,8,why is this so complicated?,Oct 2012,Jul 23 2014,1,1,
3503,Rapping with a tagline - tips?,2,9,and~ make sure you tie knots into the end of everything like they tell you in the textbooks,Dec 2005,Jul 23 2014,0,1,
3504,Rapping with a tagline - tips?,2,9,otherwise~ your rope won't get wedged in every crack and stuck up at the anchor like it should when you pull it.,Dec 2005,Jul 23 2014,0,1,
3505,Rapping with a tagline - tips?,2,10,hmmm..,Mar 2009,Jul 23 2014,0,1,
3506,Rapping with a tagline - tips?,2,10,never seen that 'biner set up before,Mar 2009,Jul 23 2014,0,2,
3507,Rapping with a tagline - tips?,2,10,years ago i used to get off waterfalls in the,Mar 2009,Jul 23 2014,0,1,
3508,Rapping with a tagline - tips?,2,10,canadian rockies using a 100m,Mar 2009,Jul 23 2014,0,1,
3509,Rapping with a tagline - tips?,2,10,7mm and then 6mm rope~ no i didn't die,Mar 2009,Jul 23 2014,0,1,
3510,Rapping with a tagline - tips?,2,10,i think the 'biner may contribute to jamming~ i always used the two overhand knot arrangement to join tag line and climbing rope and rappelled off  both using an atc,Mar 2009,Jul 23 2014,0,1,
3511,Rapping with a tagline - tips?,2,10,anything smaller than an 8mm is pretty squirrelly though and must be constantly monitored,Mar 2009,Jul 23 2014,0,0,
3512,Rapping with a tagline - tips?,2,10,last time i used a 7mm was descending the super couloir  and i am never using a 7mm line for this again~ way too fast in an atc and difficult to control descent rate...,Mar 2009,Jul 23 2014,0,1,
3513,Rapping with a tagline - tips?,3,4,not funny~ gratuitous~ and in super bad taste too.,Feb 2008,Jul 23 2014,0,1,
3514,Rapping with a tagline - tips?,3,9,all this other debate aside~ gred d nailed it,Apr 2012,Jul 24 2014,0,1,
3515,Rapping with a tagline - tips?,3,9,it was the second rap on petit where the tangle occurred.,Apr 2012,Jul 24 2014,0,1,
3516,Rapping with a tagline - tips?,3,16,^^^^ thank you for your long winded yet mostly irrelevant explanation,Apr 2006,Jul 24 2014,1,1,
3517,Rapping with a tagline - tips?,3,16,"""i didn't say that i agreed with him or that he is correct""",Apr 2006,Jul 24 2014,1,1,
3518,Rapping with a tagline - tips?,3,16,yet you quote him~ hmm,Apr 2006,Jul 24 2014,1,1,
3519,Rapping with a tagline - tips?,3,16,so he made you think,Apr 2006,Jul 24 2014,1,1,
3520,Rapping with a tagline - tips?,3,16,does that equate to a fact,Apr 2006,Jul 24 2014,1,1,
3521,Rapping with a tagline - tips?,3,16,if you have a link to a situation where someone burned through their rap line while rapping~ that would be useful,Apr 2006,Jul 24 2014,1,1,
3522,Rapping with a tagline - tips?,3,16,instead~ you cite a situation where the system failed~ then the rope zipped through the rings at an extremely fast rate~ generating tremendous heat,Apr 2006,Jul 24 2014,1,1,
3523,Rapping with a tagline - tips?,3,16,nothing like rappelling heat,Apr 2006,Jul 24 2014,1,1,
3524,Rapping with a tagline - tips?,3,16,ah~ the internet.,Apr 2006,Jul 24 2014,1,1,
3525,Rapping with a tagline - tips?,3,18,"politically incorrect or not~ i thought that ""biner block on the border"" joke was pretty funny.",Jan 2013,Jul 25 2014,0,1,
3526,Rapping with a tagline - tips?,4,2,120 meter skinny lead ropes,Oct 2012,Jul 25 2014,1,1,
3527,Rapping with a tagline - tips?,4,2,now there is your answer.,Oct 2012,Jul 25 2014,1,1,
3528,Rapping with a tagline - tips?,4,3,scratch the 2x edk...all you need is the mickey mouse knot,Jun 2014,Aug 1 2014,0,1,
3529,Rapping with a tagline - tips?,4,3,it's the edk with an overhand on both tails~ tightly cinched to the edk,Jun 2014,Aug 1 2014,0,1,
3530,Rapping with a tagline - tips?,4,3,frank sanders~ of the devils tower~ showed this to me years ago,Jun 2014,Aug 1 2014,0,1,
3531,Rapping with a tagline - tips?,4,3,also~ trust what greg d,Jun 2014,Aug 1 2014,0,1,
3532,Rapping with a tagline - tips?,4,3,"""from here"" is saying...he may be a jerk~ but he does know what he is talking about.",Jun 2014,Aug 1 2014,0,1,
3533,Rapping with a tagline - tips?,4,4,same thing just happened to us yesterday,Aug 2017,Jul 3 2020,0,1,
3534,Rapping with a tagline - tips?,4,4,it absolutely baffled us,Aug 2017,Jul 3 2020,0,1,
3535,Rapping with a tagline - tips?,4,4,fortunately~ it was a brand new tag line and so my main goal was to tag it behind while climbing to get the rope flaked properly,Aug 2017,Jul 3 2020,0,1,
3536,Rapping with a tagline - tips?,4,4,the rappel route was odd enough for serious potential of ropes getting stuck on the pull and the rap stations were 35m apart so we ended up deciding not to rap off the tag line until the last rappel,Aug 2017,Jul 3 2020,0,0,
3537,Rapping with a tagline - tips?,4,4,but when we got to the ground and pulled the tag line~ all these twists formed in the rope to an extent that two of us could not get the lead rope to move,Aug 2017,Jul 3 2020,0,1,
3538,Rapping with a tagline - tips?,4,4,i am still perplexed by what happened but i’m now guessing that there must have been hidden twists in the tag line from it being on a coil and being brand new.,Aug 2017,Jul 3 2020,0,1,
3539,Whoopee Sling PAS,1,0,i saw someone using a purcell prusik as a pas the other day and quite liked the idea,Aug 2019,Jul 2 2020,0,2,
3540,Whoopee Sling PAS,1,0,made me think of the dyneema whoopee slings i made for my hammock,Aug 2019,Jul 2 2020,0,1,
3541,Whoopee Sling PAS,1,0,has anyone tried using one as an adjustable pas? is it too finicky to quickly adjust? i personally have no qualms regarding their strength - dyneema is strong shit (i've got some 4mm sk78 marlow d12 laying around that i was thinking of using~ min/avg breakload 1850kg/2060kg) and i've worked doing rigging on yachts so my splicing is up to snuff,Aug 2019,Jul 2 2020,0,2,
3542,Whoopee Sling PAS,1,0,but please weigh in if you think i'm gonna die :-),Aug 2019,Jul 2 2020,0,1,
3543,Whoopee Sling PAS,1,1,i’ve played with it over the years~ and not found it worthwhile and takes 2 hands to lengthen.,Jun 2019,Jul 2 2020,1,2,
3544,Whoopee Sling PAS,1,2,i’ve played with it over the years~ and not found it worthwhile and takes 2 hands to lengthen,Aug 2019,Jul 3 2020,0,2,
3545,Whoopee Sling PAS,1,2,damn that's a small bury!,Aug 2019,Jul 3 2020,0,1,
3546,Whoopee Sling PAS,1,2,it would make sense that vectran would work better but alas all i have is the 4mm dyneema which is super slippery especially with the coating it has,Aug 2019,Jul 3 2020,0,2,
3547,Whoopee Sling PAS,1,2,"why would you purposefully design yours to slip at 5kn? did you have a knot in the end to stop it pulling through or an eye to attach back to a biner/tie in loops to make it a ""closed"" system? (actually now that i say this~ did you lark hitch that eye on the fixed end directly to your tie in loops or have it on a locker? was chafe an issue?)",Aug 2019,Jul 3 2020,0,1,
3548,Whoopee Sling PAS,1,3,yup~ a very short bury~ and intentional,Jun 2019,Jul 3 2020,0,1,
3549,Whoopee Sling PAS,1,3,these things hold by friction~ and reducing the bury reduces the friction~ thereby allowing you to get it to slip at a known force,Jun 2019,Jul 3 2020,0,1,
3550,Whoopee Sling PAS,1,3,it was remarkably consistent too,Jun 2019,Jul 3 2020,0,2,
3551,Whoopee Sling PAS,1,3,there is a butt splice on the end~ and found that the larger diameter would not pull through when loaded,Jun 2019,Jul 3 2020,0,0,
3552,Whoopee Sling PAS,1,3,had done others with a loop on the end that would be clipped to the loaded loop as well,Jun 2019,Jul 3 2020,0,1,
3553,Whoopee Sling PAS,1,3,this was all part of digging into using them as reusable textile screamers~ and combining several into a self-equalizing~ load limiting anchor,Jun 2019,Jul 3 2020,0,1,
3554,Whoopee Sling PAS,1,3,worked quite well in slow pull tests~ but never got around to drop tests and no longer have multiple strain gage indicators~ so can’t do multipoint force measurement and won’t be revisiting it,Jun 2019,Jul 3 2020,0,1,
3555,Whoopee Sling PAS,1,3,anyway~ i found it to work in dyneema too and only showed vectran as i knew where that one was,Jun 2019,Jul 3 2020,0,2,
3556,Whoopee Sling PAS,1,3,bury needs to be longer with dyneema due to how slippery it is,Jun 2019,Jul 3 2020,0,0,
3557,Whoopee Sling PAS,1,3,i tried pobon and technora as well~ and did not like how they behaved,Jun 2019,Jul 3 2020,0,0,
3558,Whoopee Sling PAS,1,3,the vectran and dyneema got a bit fuzzy after 20 or so pulls~ but still slipped at the expected force,Jun 2019,Jul 3 2020,0,0,
3559,Whoopee Sling PAS,1,3,seems i did not post a chart of it in the other post~ but did share a page of my notes:  mountainproject.com/forum/t… but as for using whoopi slings in general~ arborists do it all the time~ so likely safe.,Jun 2019,Jul 3 2020,0,1,
3560,Best approach shoes for Eastern Sierra,1,0,i'm spending a bunch of time there later this summer,May 2020,May 24 2020,0,1,
3561,Best approach shoes for Eastern Sierra,1,0,i'll be doing a lot of long approaches in scree fields~ boulder fields~ bushwhacking~ etc,May 2020,May 24 2020,0,1,
3562,Best approach shoes for Eastern Sierra,1,0,ideally they could handle long dusty approaches~ some stream crossings~ and lengthy class 3 and 4 routes,May 2020,May 24 2020,0,1,
3563,Best approach shoes for Eastern Sierra,1,0,previously i would have just wore trail runners and then switched to a rock climbing shoe~ but if i could get the benefits of both in one pair of shoes~ that'd be ideal,May 2020,May 24 2020,0,1,
3564,Best approach shoes for Eastern Sierra,1,0,any suggestions? i've had the la sportiva tx3 recommended,May 2020,May 24 2020,0,1,
3565,Best approach shoes for Eastern Sierra,1,0,sort of difficult to shop for shoes right now because retail hasn't opened up yet.,May 2020,May 24 2020,0,0,
3566,Best approach shoes for Eastern Sierra,1,1,i'd go with the tx4s over the 3 if you want them to last with heavy shwacking and scree field use,May 2017,May 24 2020,3,2,
3567,Best approach shoes for Eastern Sierra,1,1,same shoe~ just with a leather upper that's more durable than the mesh,May 2017,May 24 2020,3,1,
3568,Best approach shoes for Eastern Sierra,1,1,youll probably want to take them off for submerged stream crossings though,May 2017,May 24 2020,3,1,
3569,Best approach shoes for Eastern Sierra,1,2,any approach shoe will be fine,Nov 2009,May 24 2020,2,2,
3570,Best approach shoes for Eastern Sierra,1,2,i think it's important to prioritize qualities in a shoe~ i.e.~ what's important to you,Nov 2009,May 24 2020,2,1,
3571,Best approach shoes for Eastern Sierra,1,2,for me~ here are the priorities in descending order:,Nov 2009,May 24 2020,2,1,
3572,Best approach shoes for Eastern Sierra,1,3,depending of what fit you best i would either go for la sportiva tx4 or scarpa mescalito (my choice),Dec 2019,May 24 2020,0,0,
3573,Best approach shoes for Eastern Sierra,1,4,incoming waterproof vs,Feb 2020,May 24 2020,4,1,
3574,Best approach shoes for Eastern Sierra,1,4,breathable shoes debate,Feb 2020,May 24 2020,4,1,
3575,Best approach shoes for Eastern Sierra,1,5,i vote tx3,Nov 2004,May 24 2020,8,1,
3576,Best approach shoes for Eastern Sierra,1,5,the approaches in the sierra are generally hot and sunny~ and the leather upper of the tx4 doesn't breathe as well as the mesh on the tx3,Nov 2004,May 24 2020,8,2,
3577,Best approach shoes for Eastern Sierra,1,5,also~ the mesh tx3 dries a lot quicker than the leather tx4,Nov 2004,May 24 2020,8,1,
3578,Best approach shoes for Eastern Sierra,1,5,tx3 is lighter too,Nov 2004,May 24 2020,8,1,
3579,Best approach shoes for Eastern Sierra,1,5,i'm not a fan of waterproof shoes~ which usually keep more moisture in than they keep out when it comes to summer mountaineering,Nov 2004,May 24 2020,8,1,
3580,Best approach shoes for Eastern Sierra,1,5,the tx4 does have the advantage of durability for skiing scree or actual climbing~ but i'd still go with the tx3~ which will easily last a summer full of sierra adventures,Nov 2004,May 24 2020,8,2,
3581,Best approach shoes for Eastern Sierra,1,5,i find the tx series very comfortable~ even with a big pack~ and it climbs quite well if it comes to that,Nov 2004,May 24 2020,8,2,
3582,Best approach shoes for Eastern Sierra,1,5,with the laces loosened~ it's a nice camp slipper too,Nov 2004,May 24 2020,8,1,
3583,Best approach shoes for Eastern Sierra,1,5,great shoes~ i'm on my third pair.,Nov 2004,May 24 2020,8,1,
3584,Best approach shoes for Eastern Sierra,1,6,i agree on non-waterproof shoes. sierras were pretty damn dry this winter anyways,Feb 2020,May 24 2020,0,1,
3585,Best approach shoes for Eastern Sierra,1,6,by late summer you could easily avoid getting your feet wet~ even at high elevations~ with non-waterproof shoes.,Feb 2020,May 24 2020,0,1,
3586,Best approach shoes for Eastern Sierra,1,7,"i do exactly this in 20-year-old new balance lightweight (but not ""ultralight"") running shoes",May 2011,May 24 2020,4,1,
3587,Best approach shoes for Eastern Sierra,1,7,"""waterproofness"" is not only unnecessary but likely counterproductive.",May 2011,May 24 2020,4,1,
3588,Best approach shoes for Eastern Sierra,1,8,interesting comments on waterproofness,Nov 2009,May 24 2020,0,1,
3589,Best approach shoes for Eastern Sierra,1,8,those were my priorities,Nov 2009,May 24 2020,0,1,
3590,Best approach shoes for Eastern Sierra,1,8,if that isn't important to you~ there's no debate from me! i haven't had a problem with retaining moisture or overheating because of waterproof shoes,Nov 2009,May 24 2020,0,1,
3591,Best approach shoes for Eastern Sierra,1,8,note that i gave specific conditions (wet!) where i'd use them,Nov 2009,May 24 2020,0,1,
3592,Best approach shoes for Eastern Sierra,1,8,i don't even have any waterproof approach shoes~ but i do have some hiking shoes that are,Nov 2009,May 24 2020,0,1,
3593,Best approach shoes for Eastern Sierra,1,8,and they only provide limited protection from water,Nov 2009,May 24 2020,0,1,
3594,Best approach shoes for Eastern Sierra,1,8,not sure this digression helps the op,Nov 2009,May 24 2020,0,1,
3595,Best approach shoes for Eastern Sierra,1,8,here are some reviews on approach shoes:https://www.outdoorgearlab.com/topics/climbing/best-approach-shoes,Nov 2009,May 24 2020,0,1,
3596,Best approach shoes for Eastern Sierra,1,9,plenty of high sierra approaches in scarpa gecko (big fan) and the scarpa crux (midsole wore out too much for my liking),Aug 2013,May 24 2020,0,1,
3597,Best approach shoes for Eastern Sierra,1,9,have some friends who have enjoyed the tx3,Aug 2013,May 24 2020,0,2,
3598,Best approach shoes for Eastern Sierra,1,9,if dealing with lots a scree~ might be worth getting a mid shoe or maybe some light gaiters? eh~ stuff fills your shoes regardless~ never mind.  if i expect any technical scramble~ like high sierra class 3/4~ i love the gecko,Aug 2013,May 24 2020,0,1,
3599,Best approach shoes for Eastern Sierra,1,9,not awesome for anything over a 5-7 mile approach but i’ve definitely done it,Aug 2013,May 24 2020,0,2,
3600,Best approach shoes for Eastern Sierra,1,9,i don’t really consider waterproof for most approach shoes i own~ if the weather turns then i’m outta there u less it’s a much longer in trip,Aug 2013,May 24 2020,0,1,
3601,Best approach shoes for Eastern Sierra,1,9,in such case i’m probably wearing a light boot anyway,Aug 2013,May 24 2020,0,1,
3602,Best approach shoes for Eastern Sierra,1,9,water crossings~ barefoot.,Aug 2013,May 24 2020,0,1,
3603,Best approach shoes for Eastern Sierra,1,10,the best show is usually the one that fits your foot the best,Oct 2011,May 24 2020,2,1,
3604,Best approach shoes for Eastern Sierra,1,10,wide or narrow forefoot~ heel~ toe box~ etc,Oct 2011,May 24 2020,2,1,
3605,Best approach shoes for Eastern Sierra,1,10,try a bunch and buy the pair that fits your foot the best,Oct 2011,May 24 2020,2,1,
3606,Best approach shoes for Eastern Sierra,1,11,done a bunch of e sierra and w sierra approaches in guide tennies,Sep 2017,May 24 2020,1,1,
3607,Best approach shoes for Eastern Sierra,1,11,i've had them for 3 years and just got them resoled a month ago~ pretty sure they'll last a while longer too,Sep 2017,May 24 2020,1,1,
3608,Best approach shoes for Eastern Sierra,1,11,super comfy~ like foot pillows,Sep 2017,May 24 2020,1,2,
3609,Best approach shoes for Eastern Sierra,1,11,only downside i'd say is that i think they're heavier than other approach shoes,Sep 2017,May 24 2020,1,1,
3610,Best approach shoes for Eastern Sierra,1,12,hey everyone~ thanks for all the advice,May 2020,May 24 2020,0,1,
3611,Best approach shoes for Eastern Sierra,1,12,lots to think about,May 2020,May 24 2020,0,1,
3612,Best approach shoes for Eastern Sierra,1,12,it'll be difficult to try them all on right now,May 2020,May 24 2020,0,0,
3613,Best approach shoes for Eastern Sierra,1,12,"i'm expecting to demolish the things over the summer~ so as long as they last that long i""ll be happy (and i may be taking off a month in september to dirt bag it~ we'll see)",May 2020,May 24 2020,0,1,
3614,Best approach shoes for Eastern Sierra,1,12,the xt3 and xt4 are the top contenders at the moment; a buddy of mine swore by his the other day,May 2020,May 24 2020,0,0,
3615,Best approach shoes for Eastern Sierra,1,12,what's up with the xt2s?,May 2020,May 24 2020,0,1,
3616,Best approach shoes for Eastern Sierra,1,13,i haven't been to the eastern sierra~ but after using la sportiva tx3 very heavily for 3-4 months (mostly in red rocks and on nearby limestone)~ the sole is beginning to fall off and there's a couple small holes in the upper mesh,Oct 2018,May 24 2020,0,0,
3617,Best approach shoes for Eastern Sierra,1,13,overall i love the tx3,Oct 2018,May 24 2020,0,2,
3618,Best approach shoes for Eastern Sierra,1,13,they're comfortable~ especially with the wide box toe~ and climb well on low class 5,Oct 2018,May 24 2020,0,1,
3619,Best approach shoes for Eastern Sierra,1,13,i'm somewhat disappointed that they're falling apart~ but i've put them through the ringer,Oct 2018,May 24 2020,0,0,
3620,Best approach shoes for Eastern Sierra,1,13,i should be able to get another few weeks out of them though,Oct 2018,May 24 2020,0,1,
3621,Best approach shoes for Eastern Sierra,1,13,i ordered a new pair of tx4~ so hoping those are more durable (no holes like in the tx3 mesh),Oct 2018,May 24 2020,0,2,
3622,Best approach shoes for Eastern Sierra,1,13,i suspect the eastern sierra has more rugged terrain than red rocks though..,Oct 2018,May 24 2020,0,1,
3623,Best approach shoes for Eastern Sierra,1,14,they're lighter~ more minimal~ less support~ little midsole cush~ more pliable/less wear resistant upper.  great to pack with you on your harness for walk offs,Jan 2014,May 24 2020,1,1,
3624,Best approach shoes for Eastern Sierra,1,14,i wouldn't wanna do a thru hike in them,Jan 2014,May 24 2020,1,1,
3625,Best approach shoes for Eastern Sierra,1,14,if there's something you wanna actually climb that you want to have a bit more sensitivity~ or has a crack you wanna squirm your foot in~ they can be handy,Jan 2014,May 24 2020,1,1,
3626,Best approach shoes for Eastern Sierra,1,14,they excel at smearing and smedging,Jan 2014,May 24 2020,1,1,
3627,Best approach shoes for Eastern Sierra,1,14,can't edge,Jan 2014,May 24 2020,1,1,
3628,Best approach shoes for Eastern Sierra,1,14,one of my favorite all-day climbing/scrambling shoes for the easy routes here in the flatirons,Jan 2014,May 24 2020,1,1,
3629,Best approach shoes for Eastern Sierra,1,14,feels like cheating when compared to other approach shoes,Jan 2014,May 24 2020,1,1,
3630,Best approach shoes for Eastern Sierra,1,14,can be resoled.,Jan 2014,May 24 2020,1,1,
3631,Best approach shoes for Eastern Sierra,1,15,incoming waterproof vs,Jan 2014,May 24 2020,0,1,
3632,Best approach shoes for Eastern Sierra,1,15,breathable shoes debate the only time i've found shoes w/goretex worth it is when the temp is below 0 (so winter~ snow),Jan 2014,May 24 2020,0,1,
3633,Best approach shoes for Eastern Sierra,1,15,i've backpacked for weeks in alaska  in summertime (read: a f'n swamp) in ls mutants and i wouldn't want to have had a gtx shoe on me,Jan 2014,May 24 2020,0,0,
3634,Best approach shoes for Eastern Sierra,1,15,the shoe gets wet~ your feet get wet,Jan 2014,May 24 2020,0,1,
3635,Best approach shoes for Eastern Sierra,1,15,it's just what's inevitable,Jan 2014,May 24 2020,0,1,
3636,Best approach shoes for Eastern Sierra,1,15,if you submerge any shoe~ the interior is gunna get wet.  when that happens~ do you want waterproof or breathable when you want to get water out of the shoe?,Jan 2014,May 24 2020,0,1,
3637,Best approach shoes for Eastern Sierra,1,16,it might be worth looking at the tx guides,May 2016,May 24 2020,0,1,
3638,Best approach shoes for Eastern Sierra,1,16,they've got a lug sole for hiking and sticky rubber in the front for climbing,May 2016,May 24 2020,0,1,
3639,Best approach shoes for Eastern Sierra,1,16,i've gone for runs up to 10 miles and climbed mid 10s in them,May 2016,May 24 2020,0,1,
3640,Best approach shoes for Eastern Sierra,1,16,so far they've been treating me well,May 2016,May 24 2020,0,1,
3641,Best approach shoes for Eastern Sierra,1,16,we'll see how they do after a couple of months in a mining camp,May 2016,May 24 2020,0,1,
3642,Best approach shoes for Eastern Sierra,1,16,they're not waterproof~ but they're more water resistant than the mesh shoes are.,May 2016,May 24 2020,0,1,
3643,Best approach shoes for Eastern Sierra,1,17,i dig the tx3~ they’re pretty durable as well as technical~ decent edging,Sep 2005,May 24 2020,0,2,
3644,Best approach shoes for Eastern Sierra,1,17,if you’re going for waterproof you’d probably need boots and/or gaiters but i really do a minimum of snow approaches,Sep 2005,May 24 2020,0,1,
3645,Best approach shoes for Eastern Sierra,1,17,from trail running~ i learned i’d rather have wet feet because running shoes really aren’t keeping out moisture with the low profile and you sweat anyway~ but i’m speaking more in terms of running in the rain which you probably wouldn’t be doing.,Sep 2005,May 24 2020,0,1,
3646,Best approach shoes for Eastern Sierra,1,18,i like the garmont dragontail mnt better than the tx4 and tx3 as they've got stiffer sole and more support~ especially on multiday outings,Jun 2017,May 26 2020,0,2,
3647,Best approach shoes for Eastern Sierra,1,18,the mnt are more comparable to the tx guide,Jun 2017,May 26 2020,0,1,
3648,Best approach shoes for Eastern Sierra,1,18,tx3 are fine for trail dayhikes~ but not durable enough for my tastes off trail,Jun 2017,May 26 2020,0,2,
3649,Best approach shoes for Eastern Sierra,1,18,the dragontail are available with or without goretex~ and if you want a higher ankle cut they make the vetta version.,Jun 2017,May 26 2020,0,1,
3650,Best approach shoes for Eastern Sierra,1,19,well~ it looks like retail is opening up in cali again~ so i may actually get a chance to try on some of these shoes soon,May 2020,May 26 2020,0,1,
3651,Best approach shoes for Eastern Sierra,1,19,tx3 seems like the popular choice (also my buddy's choice)~ but i have weird feet so i'm going to try on the other recs,May 2020,May 26 2020,0,2,
3652,Best approach shoes for Eastern Sierra,1,19,the garmont is an interesting mix; it looks sturdy for sure,May 2020,May 26 2020,0,2,
3653,Best approach shoes for Eastern Sierra,1,19,someone needs to come out with an approach shoe that can take a crampon,May 2020,May 26 2020,0,0,
3654,Best approach shoes for Eastern Sierra,1,19,that'd be sick,May 2020,May 26 2020,0,1,
3655,Best approach shoes for Eastern Sierra,1,19,edit: apparently it can be done~ poorly.,May 2020,May 26 2020,0,1,
3656,Best approach shoes for Eastern Sierra,1,20,i'd have no concerns using the dragontail mnt with full strap crampons~ they might even be ok with hybrid style bindings.,Jun 2017,May 26 2020,0,2,
3657,Best approach shoes for Eastern Sierra,2,0,i very much like the tx4 low and mid~ and appreciate the sacrifice in breathability for the more durable leather uppers~ especially since i do some scrambling in them,Apr 2011,May 27 2020,2,2,
3658,Best approach shoes for Eastern Sierra,2,0,i quit guide tennies cold turkey once i'd had a taste of the sportivas,Apr 2011,May 27 2020,2,2,
3659,Best approach shoes for Eastern Sierra,2,0,side-note: i was surprised to learn that the tx4 fits differently than the tx2,Apr 2011,May 27 2020,2,1,
3660,Best approach shoes for Eastern Sierra,2,0,one thing i didn't see mentioned is that a high/mid top can help keep scree and sand out which translates to either more comfort or less stops to dump shoes,Apr 2011,May 27 2020,2,1,
3661,Best approach shoes for Eastern Sierra,2,0,i admittedly have never tried hiking gaiters,Apr 2011,May 27 2020,2,1,
3662,Best approach shoes for Eastern Sierra,2,0,i've worn crampons on the tx4 gtx mids and it wasn't terrible,Apr 2011,May 27 2020,2,0,
3663,Best approach shoes for Eastern Sierra,2,0,my main issue with 'pons and approach shoes on snow climbs is having snow accumulate between the shoe sole and 'pon~ slowly prying your toes up,Apr 2011,May 27 2020,2,2,
3664,Best approach shoes for Eastern Sierra,2,0,not comfy,Apr 2011,May 27 2020,2,1,
3665,Best approach shoes for Eastern Sierra,2,0,"it seems unavoidable with such a soft soled ""boot"" but i'm open to hearing if others experience this as well",Apr 2011,May 27 2020,2,2,
3666,Best approach shoes for Eastern Sierra,2,1,we use kathtoola hiking crampons on things like trail runners all the time,Jan 2014,May 27 2020,1,1,
3667,Best approach shoes for Eastern Sierra,2,1,any easy snow climbs work well,Jan 2014,May 27 2020,1,2,
3668,Best approach shoes for Eastern Sierra,2,2,i sprung for some tx4s and i love them,Aug 2013,Jul 1 2020,1,2,
3669,Best approach shoes for Eastern Sierra,2,2,strapped on some crampons and did a lot of snow in them this past weekend with good results,Aug 2013,Jul 1 2020,1,2,
3670,Best approach shoes for Eastern Sierra,2,2,i might get a mid version someday.,Aug 2013,Jul 1 2020,1,1,
3671,Best approach shoes for Eastern Sierra,2,3,merrell moabs are killer for hiking~ shwacking~ and even slabs (vibram soles~ waterproof or mesh options),Aug 2017,Jul 1 2020,0,2,
3672,Best approach shoes for Eastern Sierra,2,3,i have had the 5.10 guides and wasn't a huge fan,Aug 2017,Jul 1 2020,0,2,
3673,Best approach shoes for Eastern Sierra,2,3,i currently have the leather tx2s and they are amazing for climbing in~ although they aren't as burly as the guides,Aug 2017,Jul 1 2020,0,2,
3674,Best approach shoes for Eastern Sierra,2,3,i've lead up to 10c in them!,Aug 2017,Jul 1 2020,0,1,
