,text,1
2122,I'll take one please!,1
2123,Me Please?,1
2124,Holy cow that was fast,1
2125,All gone~ enjoy guys!  Sorry Ben all out of codes,1
2126,what is this for?,1
2127,what is this for? Outdoor Research,1
2128,50% off full price items,1
2129,used the bottom one,1
2130,thanks.,1
2131,I still have one! Pm me,1
2132,Edit: gone.,1
2133,Pm'd!,1
2134,moosejaw is having a sale~ i think you can stack it with active junky for a good deal on C4s,1
2135,Here's a code for a discount at roka.com Use code strava20-3evf for $50 off $150,1
2136," Would anyone have interest in a SEPARATE THREAD for ""personal discount codes to big manufacturers""??? In actually pertinent ""great online deals~""  CS still has a rope that Matt N posted~ 1 left~ Bluewater 8.8 Argon~ non-treated~ but bipattern~ 60m",1
2137,Best I could get it to was 117~ plus tax,1
2138,Also they have the #4 ballnut for $26 right now...but only 1 left,1
2139,would need to combo w/ something for free ship,1
2140,​#4 Ballnut​​​ ​8.8~ 60m Bipattern BlueWater Argon rope​​​,1
2141,There is a thread that contains this and I think should be used instead of this one,1
2142,Could stand to be renamed though,1
2143,EpicTV has Beal Ice Line 8.1mmx60m 2-packs in stock~ with their Unicore and Golden Dry technologies~ for under $220 shipped.https://shop.epictv.com/en/half-ropes/beal/ice-line-81-mm-unicore-golden-dry-2-pack?sku=EAS18_ROPICE_EO2X60 I hate that their price went up on the Joker but this is almost as good a deal.,1
2144,and extra 5% off with...guess...,1
2145,Not the GREATEST deal~ but if you are the rare REI fan~ they have 25% off some climbing items..,1
2146,starting in like two days~ you can see a preview here:https://catalogs.rei.com/Anniversary-Sale/22/ 25% off is a pretty NORMAL sale for almost anywhere else~ BUT..,1
2147,if you have an REI dividend burning a hole in your pocket~ it might stack well with these discounts,1
2148,Climb (er..) Shop On!,1
2149,Black Diamond Helio 110 for 50% off,1
2150,Today (5/14) only - $312.47https://www.blackdiamondequipment.com/en_US/bomber-deals/helio-110-binding-BD1016070000D081.html#cgid=bomber-deals&fbclid=IwAR0giXArksWMR2E_bfTHPc1CpIM_yQ5qSgwompzB6yzjHwVv5_d7e3JEwRc&utm_campaign=retargeting&utm_medium=cpc&utm_source=facebook&utm_term=bomber_deals&start=1 Edit: Looks like other retailers have them for prices in the mid 300s too~ so maybe not a killer deal~ but still pretty good,1
2151,La Sportiva Trango Trk Mens boots,1
2152,Mine ended up at $79 after the 20% off deal~ plus a $7 off camp saver rewards from a previous purchase,1
2153,Normally $220,1
2154,These boots are amazing~ with great tread,1
2155,My last pair are warm enough for the brutal cold weather in Ky's winter~ and breathed well enough for the brutal hot summers~ and lasted almost 3 years of super consistent use,1
2156,Not fully waterproof like the Quest 3d's~ but waterproof up to the tounge,1
2157,"I really like them.https://www.campsaver.com/la-sportiva-trango-trk-gtx-hiking-shoes-men-s.html Quite a few sizes in the ""average"" range left.",1
2158,Scarpa has everything for 25% off on their website.https://www.scarpa.com,1
2159,Some great deals to be had on MTN outlet: mtnoutlet.com/climb.html,1
2160,If this sites legit~ they have alpine draws for $12https://mtnoutlet.com/omega-alpine-quickdraws.html,1
2161,The first set of quickdraws I ever owned were Omega Pacific Dash ones,1
2162,Terrible~ terrible carabiners,1
2163,Putting them on an alpine sling won't make them any better,1
2164,Why??? I've had mine for 10 years and never had an issue with them,1
2165,Black Diamond is 25% off at REI for their anniversary sale,1
2166,Very good deals for a 6 pack of draws or a set of stoppers,1
2167,Good deal on C4 cams as well~ although it appears some sizes are sold out already.,1
2168,Backcountry and Moosejaw have 25% off a lot of premium down sleeping bags~ and 10%/12% off with Active Junky,1
2169,Steep and Cheap has the old style Scarpa Phantom Tech for $400 (50% off).,1
2170,From Alpenglowgear.com: Save 35% off your order through 5/17 *excluding climbing hardgoods ( marked down 25% no discount code needed)  Code: 35OFF,1
2171,Rent Every Item has 50% off a bunch of items right now~ hardly any of it is climbing specific~ but a number of good deals on down bags~ clothing and other BS,1
2172,​https://www.rei.com/s/peak-deals?pagesize=90&ir=collection%3Apeak-deals​​​,1
2173,La Sportiva has 50% off some footwear,1
2174,255 for Nepal Evo~ 287 for Nepal Cube~ 312 for Baruntse~ 87 for Kataki....,1
2175,Good time to jump if they have your size,1
2176,Where? La sportiva's default site shows no such deals on Kataki,1
2177,Kataki’s are only available in 35 and 35.5,1
2178,https://www.sportiva.com/men-s/men-s-footwear.html?on_sale=5447&mc_cid=ccf40241dc&mc_eid=335d984873,1
2179,https://www.sportiva.com/men-s/men-s-footwear.html?on_sale=5447&mc_cid=ccf40241dc&mc_eid=335d984873 Thanks~ interesting the difference between lasportiva.com and sportiva.com,1
2180,Thanks~ interesting the difference between lasportiva.com and sportiva.com Yeah~ not sure,1
2181,La Sportiva NA emailed the ad to me,1
2182,Today only 60% off select hoodies,1
2183,One mens and one womens,1
2184,On black diamonds website,1
2185,La Sportiva Mythos 31% off,1
2186,Limited sizes: sierra.com/la-sportiva-made…,1
2187,Edelrid Boa Eco 9.8mm Rope 60M - $87.97https://www.alpenglowgear.com/edelrid-boa-eco-98mm-rope.html I've bought a 50M Sterling rope for $71.97 from them a few weeks ago,1
2188,Wish I got this instead for $10 more.,1
2189,70m version for $98.,1
2190,Yeah~ not sure,1
2191,https://www.sportiva.com/mythos-womens.html 40~5 41 42 available $72.5 plus activejunky,1
2192,Rock and Snow memorial day sale! 20% off all but totems,1
2193,Great deal for a brick and mortar.https://www.rockandsnow.com/store/ IME Utah has also been putting out daily deals since they went curbside and online,1
2194,If you're local make sure to follow their Facebook,1
2195,www.IMEUT.com,1
2196,Kataki's available in many sizes and for $112 shipped to the US.https://www.bananafingers.co.uk/climbing-shoes/la-sportiva/kataki,1
2197,How did you get free shipping? I paid ~$15 for shipping.,1
2198,Shhhhhhh,1
2199,How did you get free shipping? I paid ~$15 for shipping,1
2200,Same,1
2201,Same Sorry about that~ didn't need a code when I had it,1
2202,Just listed as free to TX,1
2203,And 45% off winter hardware,1
2204,Great deals on crampons~ ice tools~ ice screws~ and mountain boots.,1
2205,Anyone have any tension climbing codes???,1
2206,What's the www.alpenglowgear.com code? I see the banner on top for the sale~ but I don't see the code anywhere on the website nor does the sale populate in the cart,1
2207,If you click on the item you want the price for~ it shows you the lower price,1
2208,It seems to be site wide.,1
2209,Didn’t work for Petzl Sarken’s unless the original price is $400,1
2210,I made a purchase at alpenglowgear over the weekend,1
2211,Looks like their sales have changed now,1
2212,alpenglowgear.com/service/c…  Doesn't seem to be a discount code~ but 45% off winter hardware is advertised..,1
2213,honestly~ I would give them a call,1
2214,I've had issues with their site being wonky before and had to contact customer service,1
2215,Their customer service is great and the deals are worth the little bit of extra effort,1
2216,Be aware though that on that promocodes page it says anything discounted above 30% is final sale.,1
2217,Moosejaw has some decent shoes on sale,1
2218,$90 pinks and $114 TC Pros,1
2219,Moosejaw has 10% off through Active Junky as well,1
2220,It should be noted this is only  for 33.5 in tc pro or 2.5 - 3 in pinks.,1
2221,It should be joyed this is only  for 33.5 in tc pro or 2.5 - 3 in pinks,1
2222,I don’t find any joy in size 2.5,1
2223,I don’t find any joy in size 2.5 if it does not spark joy...,1
2224,It should be noted this is only  for 33.5 in tc pro or 2.5 - 3 in pinks,1
2225,My bad,1
2226,Thanks Matteo,1
2227,I snatched one up,1
2228,Plus I got an extra $6 in cash back with Active Junky!,1
2229,Plus I got an extra $6 in cash back with Active Junky! Vultures! Took every last one,1
2230,Nice find,1
2231,Anyone shop at this Osprey site?  ospreyoutlet.shop/shop/,1
2232,Read the “About Us” page,1
2233,This is not a real site,1
2234,Avoid,1
2235,This is not a real site IMO,1
2236," U right~ check out the ""About Us"" section",1
2237,I don't think a real Osprey Site would have such blatant broken English,1
2238,I agree w Anna~ steer clear on this one.,1
2239,50% all clothing~ which is sometimes higher since some items are 50% off Alpenglow's previously discounted prices,1
2240,Some footwear seems to be included too.alpenglowgear.com/,1
2241,And people get away with this? I guess it's impossible to keep up with these A holes,1
2242,"Like the calls I get from the ""Taxman"" threatening to throw me in jail.",1
2243,"Like the calls I get from the ""Taxman"" threatening to throw me in jail",1
2244,Because if Osprey sues everyone with osprey in their website name there will be a 900 page thread on MP about how they are the new backcountry,1
2245,Because if Osprey sues everyone with osprey in their website name there will be a 900 page thread on MP about how they are the new backcountry I think you had a very poor understanding of the backcountry legal cases if this is your response.,1
2246,These are typically foreign counterfeit mills that just put up branded websites and keep knocking off copies of a brand's designs until they're shut down,1
2247,The sweatshop never gets shut down~ just the websites,1
2248,Short-ass offer time~ but 50% off MHW hoodys and sweatshirts,1
2249,i.e the Men's Keele is $75https://www.mountainhardwear.com/outdoor-clothing-outlet/,1
2250,These are typically foreign counterfeit mills that just put up branded websites and keep knocking off copies of a brand's designs until they're shut down,1
2251,Sorry about the non-deal comment,1
2252,I’ve read this scam is sometimes utilizing the distribution system where you get the arcteryx jacket/osprey pack~ but the company never receives payment,1
2253,So some folks actually get the real thing,1
2254,Rhinoskinsolutions.com has up to  50% site wide,1
2255,Great time to try it out or stock up on favorites,1
2256,Sale ends in two days,1
2257,I regret clicking the dmm alpha link because damn that's a good deal!,1
2258,I'm not sure exactly what is going on here~ but if you got them for the posted price it would be a steal: 5-pack (6-pack?) of WildWire draws for $44.95,1
2259,​https://www.campsaver.com/wild-country-climbing-wildwire-rack-quickdraw-6-pack.html​​​,1
2260,Saw that the other day~ but if you search by the model # it comes up as a 6 pack of carabiners:,1
2261,Saw that the other day~ but if you search by the model # it comes up as a 6 pack of carabiners: Interesting~ probably not worth the risk but you might get lucky,1
2262,Interesting~ probably not worth the risk but you might get lucky,1
2263,Might also be able to argue it if they ship the biners and not the draws,1
2264,I have had luck doing this with retail stores.,1
2265,Backordered,1
2266,Estimated time for delivery is 4-6 months~ and Campsaver is notoriously later than estimated.,1
2267,60 meter Mammut 9.8 Eternity rope with a free rope bag for $100campsaver.com/mammut-9-8-et…,1
2268,9.8 60m rope with rope bag for $99campsaver.com/mammut-9-8-et…,1
2269,Since I can't figure out how to quote two people:,1
2270,Can’t tell - does this at least have a middle marker?  I swore I’d never buy another rope that wasn’t bipattern again but...,1
2271,Can’t tell - does this at least have a middle marker?  I swore I’d never buy another rope that wasn’t bipattern again but..,1
2272,Yes~ it does have a middle mark,1
2273,I've bought this 9.8 Mammut rope two different times,1
2274,Great rope,1
2275,Yes~ middle mark,1
2276,Cool~ thanks!,1
2277,You can add your own middle mark easy enough.,1
2278,Now they have 25% off rope hardware and essentials,1
2279,Rakuten is 15% off at BackCountry right now (Rakuten is like activejunky)Referral link - you get $10 for new user~ I get $25 - let me know an org and I'll donate $15 when the cashback comes in (I'll default to Access Fund and ASCA if none chosen),1
2280,Dyons for $7 at REI~ looks like only a few left https://www.rei.com/product/110186/camp-usa-dyon-wire-straight-gate-carabiner,1
2281,All gone,1
2282,OR Refuge Hooded Jacket in size Small~ Pewter color for $68.65,1
2283,I didn't check other sizes/colors because I wear a Small and I like Pewter,1
2284,​https://www.amazon.com/Outdoor-Research-Refuge-Hooded-Jacket/dp/B07D5ZJQGN/ref=asc_df_B07D5ZJQGN/?tag=hyprod-20&linkCode=df0&hvadid=317205604052&hvpos=&hvnetw=g&hvrand=7687349445408175619&hvpone=&hvptwo=&hvqmt=&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=9010646&hvtargid=pla-592594043238&th=1&psc=1​​​,1
2285,Oh man~ today is a great day to be a Small person who likes OR gear,1
2286,OR Transcendent Sweater in S/Pewter for $61.79!https://www.amazon.com/Outdoor-Research-hombres-transcendent-Sweater/dp/B00ABV2EVQ?ref_=ast_sto_dp&th=1&psc=1 OR Cathode hoody in Small~ Hot Sauce color for $69.63:https://www.amazon.com/Outdoor-Research-Cathode-Hooded-Jacket/dp/B01N0MITS6?ref_=ast_sto_dp&th=1&psc=1 OR Bolin jacket in Small~ Glacier / Baltic for $59.00.https://www.amazon.com/Outdoor-Research-Bolin-Jacket-X-Small/dp/B01N2PLU8A?ref_=ast_sto_dp&th=1&psc=1 Fuck my bank account~ amirite? I'm done,1
2287,Small men unite.,1
2288,$25 Petzl Bolsa Rope Bagamazon.com/Petzl-Bolsa-Rope…,1
2289," Now listed as ""currently unavailable""",1
2290,Guess someone bought the last one,1
2291,You should try checking again,1
2292,Still shows as In Stock for me.,1
2293,Still shows as In Stock for me,1
2294,Weird,1
2295,Still unavable for me,1
2296,Maybe it's my shipping address or something,1
2297,Mammut Infinity Protect 9.5mm x 80m for $189 (34% off)https://www.rei.com/rei-garage/product/175472/mammut-infinity-protect-95mm-x-80m-non-dry-rope Plus a few other deals for REI 4th of july sale,1
2298,A 2P tent at 50% off with coupon code,1
2299,https://www.facebook.com/1485520981535759/posts/3092236754197499/,1
2300,There are a bunch of great deals on OR gloves at Amazon,1
2301,I got a pair of modular ski gloves and a pair of lightweight running gloves for under $30,1
2302,I won't post a direct link to anything~ as it seems like traffic drives price changes at Amazon; you'll have to scroll through and see if you like anything,1
2303,​https://www.amazon.com/stores/page/1F7200BE-1109-4F40-BEED-58C0BC91AD2D?ingress=2&visitId=f376e067-4648-41ba-b154-302862d8607c&ref_=ast_bln&productGridPageIndex=3​​​,1
2304,​OR Splitter gloves 30% off at REI​​​,1
2305,Alpenglowgear.com is back at it,1
2306,30% off a single purchase,1
2307,Free shipping for orders above 199,1
2308,Make sure you sign up for their reward points too.,1
2309,Yeah~ 30% off a single purchase..,1
2310,But this carabiner is marked *up* 25% to compensate..,1
2311,...and free shipping is now $200 plus! It was good while it lasted,1
2312,BD is doing extra 20% off past season style sale items,1
2313,Just got a Black Diamond Vapor helmet for $78 ($140 MSRP).,1
2314,$9.95 is MSRP,1
2315,Not sure what's with their website,1
2316,Yeah some of the things are marked weird,1
2317,I noticed that too,1
2318,I got 30% off msrp for everything I ordered.,1
2319,If something looks strange on their website call them,1
2320,They're good to work with you,1
2321,They've fed me so much discount that I would still support them even if paying shipping,1
2322,They've been affected by the recent crap and we should strive to remember that as well pay for a little bit of shipping IMO.,1
2323,Hi all~  does anyone have experience with ordering a trigger repair kit from BD?   I have a broken trigger on a BD C3,1
2324,There's a round plastic grommet that holds the base of the wire~ inside the trigger bar - that part has broken,1
2325,Does the C3 repair kit that BD has on their website give you these plastic parts as well?  or just the metal wires themselves?   Link to product:blackdiamondequipment.com/e…,1
2326,Just the wire if I’m not mistaken,1
2327,Sounds like yours may be toast,1
2328,Ask BD~ they probably have parts laying around in a drawer,1
2329,Even if you can get your hands on the plastic part~ you wont be able to get it on the cable as they are threaded on before the cable is crimped/swaged onto the head,1
2330,I suppose you could maybe cut it in half and then glue it back together on the cable~ but not sure how well that would work,1
2331,I had a wire pop out of one of those and managed to pop it back in the little hole at the top and bend it back around the plastic slider,1
2332,Used a pair of pliers and hemostats,1
2333,Sorry if you lost the plastic part and this is unhelpful,1
2334,The trigger wire kits I have from BD contains no plastic parts at all,1
2335,"However~ they are labeled ""Trigger C4  BLKD 26024""~ so it might be different than the one you have in mind",1
2336,More importantly~ I've heard rumors that BD does no longer make these,1
2337,Does anyone have good suggestions for DIY material for trigger wires for C4 (the standard BD cam just before the ultra-light version)? I've a decent standard steel wire fitting #3 (which probably fits down to maybe 0.4),1
2338,However~ the 0.3 cam uses a much thinner wire into the lobe and I can't find material that is stiff enough,1
2339,"Any suggestions? (right now I'm leaning towards going all ""soft"" with  a nylon fishing line).",1
2340,You cant have soft trigger wires with C3's,1
2341,There are no springs in the heads of the cam,1
2342,They are below the trigger and push the rigid trigger wires to expand the lobes,1
2343,I've seen some folks use guitar/bass strings..,1
2344,a little janky but not terrible.,1
2345,Had this problem twice,1
2346,Had to send them in both times.,1
2347,Sorry for messing up this thread,1
2348,My comments were regarding the C4~ which is obviously a very different design,1
2349,My brain fart told me C3 was just a previous generation of C4~ which is NOT true,1
2350,Hello all~ I'm trying to get into trad climbing but I'm also a starving college student,1
2351,As I understand~ hexes are a lightweight and cost-effective alternative to getting cams,1
2352,Any recommendations on which ones are the best to get? Or should I just say screw it and purchase cams? Thanks!,1
2353,Buy cams,1
2354,Buy cams~ they are more versatile and quieter than the cowbells you reference in the op,2
2355,Love hexes,2
2356,Bomber,2
2357,DMM Torque Nuts are good (extendable so you save draws)~ Wild Country Rockcentrics are my next favorite,2
2358,If you’re getting the DMM get all four sizes,2
2359,For the Wild Country 5-9,1
2360,Don’t let the hex haters persuade you,2
2361,Purchase cams,1
2362,They've never been cheaper and~ unlike hexes~ you can generally resell them for good value if you end up not liking trad,2
2363,If~ after hearing that~ you still decide you want to buy hexes the best ones are DMM Torque Nuts~ IMO,1
2364,But~ seriously~ save up a few hundred dollars and buy a full rack of used prior generation BD C4s for about $250-$300,1
2365,I like the WC hexes much more than the DMM,1
2366,For endways placements~ the WC taper allows more bite into the rock and less leverage outward from the rope,1
2367,The DMM taper is bass-ackwards,1
2368,Cams unless you get a great deal on used hexes,1
2369,Learn about placing nuts in opposition so you don’t zip out all your pro,1
2370,Get “Mountaineering Freedom of the Hills”~ lots to learn and costs less for brand new copy 9th edition than a set of old hexes or a new cam,1
2371,Awesome! Thanks!,1
2372,I too prefer the DMM Torque nuts over any other design,2
2373,Wired hexes are useless,0
2374,Buy cams~ they are better,2
2375,Despite the multitude of hex haters out there~ hexes are lightweight~ versatile~ work in horizontals~ and are great to save for anchors,2
2376,For knobby flaring cracks hexes can be bomber in placements that wont take cams,2
2377,The dmm hexes are great and the largest BD hex is perfect for flaring fist cracks,2
2378,This is only a concern for your first piece of pro on each pitch and is easily mitigated:  place a cam for your first piece or use one of the bolts if its a bolted anchor or use the highest and/or best cam in your anchor,2
2379,I agree,1
2380,Op spoke of using only nuts on a trad climb,1
2381,I will add: “...highest and/or best cam in your anchor” on a multi pitch,1
2382,Even though I rarely use hexes I'd say yes get them,2
2383,Not the small ones (as small as a large nut) though,1
2384,You can climb with a set of nuts and a set of hexes,2
2385,You will probably want to dial back the difficulty and climb on stuff you won't fall on (passive pro is harder to place correctly and one set of nuts and hexes isn't a lot of pro so you may have some run out sections),1
2386,And it's even more important to have a mentor who can critique how and where you place your pro,1
2387,You could mock lead with this rack and start learning how to trad lead without worrying about falling on badly placed pro or runout sections,1
2388,But you could get your feet wet,1
2389,Then you could buy a set of cams and have the hexes as your doubles of those sizes,1
2390,Then you'll buy a second set of cams and the hexes will gather dust 99% of the time~ but you may pull them out for alpine climbing when you want to go light and the technical difficulty won't be near your limit.,1
2391,Scuse me~ what?,1
2392,Say screw it and buy cams and a set of nuts,2
2393,If you find yourself wanting doubles frequently~ get some (slung) hexes,1
2394,They're way more finnicky~ but if you're climbing below your limit they'll work for keeping you safe,1
2395,Once you get a second set of cams you'll likely rarely use them,0
2396,There are placements where only a hex will fit~ but 90% of the time you'd be better off with a cam,0
2397,They are great for anchors though,2
2398,Alternatively~ find someone with the skills and tools to lead and buy them weed and beer,1
2399,You'll be safer and learn a ton from climbing with someone more experienced.,1
2400,It can be an issue anytime the rope makes a big change in direction.,1
2401,Wired hexes for sure.,2
2402,Metolius curve hexes But~ generally~ don’t think of them as a substitute for cams,2
2403,Think of them as huge nuts - for constrictions,1
2404,Yes indeed,1
2405,I have huge nuts,1
2406,;),1
2407,Scuse me~ what? Let me clarify,1
2408,hexes are lighter than cams and harder to place on lead as anything other than large nuts so they are a good lightweight option to have on hand for extra anchor pieces~ and when you are setting up and anchor they are far more versatile than cams and can be placed actively or passively~ can be slung around a boulder or chockstone~ and are great for cracks that are parallel to the face you are climbing that face the sky on top of routes or pitches where rigid stemmed cams are going to get tweaked or a nut might not place due to the pull direction or parallel sides of said crack.,2
2409,Let me clarify,1
2410,hexes are lighter than cams  Not as much as people think~ though~ now that cam weights have been pared down,2
2411,Wired Blue Torque Nut weighs 161grams,1
2412,Same size BD ultralight blue cam is 167 grams,1
2413,Regular c4 in that size is 181 grams,1
2414,I sometimes carry a green and a red torque nut as a 2nd set in the alpine because I enjoy them,2
2415,And it's nice to have something that's easy to leave behind if you want to bail,2
2416,But the weight argument isn't so compelling any more,1
2417,^ Interesting because they look so much lighter,1
2418,A BD #10 hex is 5.78 oz a #3 C4 is 7.1 oz,1
2419,So the hex is about 80% the weight of the cam,1
2420,I would have though it was much lower.,0
2421,Hexes are a great first piece of gear to buy~ since then you will also have the first piece of gear you will sell,0
2422,Buy cams.,1
2423,Exactly,1
2424,"People used to tell me they were ""half the weight"" and I took that at face value",1
2425,Then I bought a scale and got curious,1
2426,Best way to save weight climbing is to replace heavy carabiners with light ones,1
2427,I wonder if hex development has stagnated since they are kind of an afterthought nowadays,0
2428,Cams have made steady weight reductions over the last 20 years,2
2429,Seem like hexes could have too.,1
2430,Not half the weight but you can have a large hex and a small Tricam or nut for the weight of a cam,2
2431,And you can get a set of nuts for the price of a cam.,2
2432,What more could you do with it? That’s like asking “why haven’t they improved the hammer?” It’s a basic design~ I’m sure it’s as light and thin as can structurally be~ no?,1
2433,I like torque nuts a lot,2
2434,Don't listen to the haters,1
2435,Hexes work well and are bomber,2
2436,Some rock also just takes them really well,2
2437,Now if you just climbing splitters I wouldn't bother with them,0
2438,If you insist on buying hexes get the dmm hexes,2
2439,I have the wild country hexes I bought off ebay for a good price when i was first starting off in trad climbing and even though i seldom use them~ I wish i had the dmm version,0
2440,Complete waste of money,0
2441,Theyre not as easy to set or remove as a cam,0
2442,I think wires on hexes really suck,0
2443,Also~ the solid hexes~ the small hexes~ suck,0
2444,Nuts are better in the small-hex range,2
2445,I significantly prefer the BD hexes~ slung w cord,2
2446,I have also used hexes as hammers~ slings~ and rappel devices,2
2447,They are good at belays~ cause you're standing in a spot to fiddle w em w both hands,2
2448,Theyre cheap to bail off of,2
2449,I carry them on long alpine routes~ because a handful of big hexes is light~ is another handful of gear options~ and if you have to build a dozen rap anchors to get outa there~ you have wide options,1
2450,Not all the bail cracks take nuts,1
2451,Protecting a 5.10 pitch w only hexes/nuts/tricams is Really hard,0
2452,You'll want cams to climb hard.,2
2453,What more could you do with it? That’s like asking “why haven’t they improved the hammer?” It’s a basic design~ I’m sure it’s as light and thin as can structurally be~ no? I would bet they could be significantly lightened with an engineered structure (as opposed to a solid uniform thickness wall),1
2454,Some old hexes had circular holes in them (probably drilled),1
2455,A modern hex could use a structure similar to cam lobes,1
2456,Look how much cam lobes have evolved in 20 years,1
2457,But probably not worth it investment wise due to the limits sales numbers of hexes.,0
2458,If you are new to trad climbing you probably shouldn’t be leading on hexes,0
2459,If I had to lead a climb near my limit with a rack full of hexes~ I’d be pretty damn nervous,0
2460,Cams are much easier to place and more versatile which you’ll appreciate as a new leader.,2
2461,#7~ #9 and #11 is all you need,2
2462," Picked up some of the larger WC hexes and found them to be very ""tinkly"" sounding (vs",2
2463,clanky),1
2464,So if the noise factor is important to you~ there's that,1
2465,I still prefer the BD/Chouinard style but slung on cord (vs,2
2466,wired),1
2467,Having said that~ hexes usually get left behind these days,0
2468,Sometimes will rack one biner with BD 4-7 on long pitches,1
2469,The small wired ones look attractive~ but (as someone said upthread) are redundant and rarely fit better than a similarly sized nut.,0
2470,I started climbing with hexes in the 70’s and early 80’s,1
2471,They work fine and are bomber when well placed ( and yes occasionally they are the only piece for some constrictions in a crack - but skip that placement and put a cam above or below it),2
2472,A cam allows many more options for use on a pitch and they are faster to plug in on hard leads,2
2473,They are also more versatile across many rock types,2
2474,As previously stated cams weights are now similar,2
2475,I still have a lot of hexes but only bring them into the mountains where I carry a few when attempting new routes as they are cheaper and I prefer leaving them behind if they are bomber in situations where I need to bail off the wall,2
2476,Just commit to buying a double set of cams to three inches (plus a big one) and some wires plus light carabiners  and you will be able to climb pretty much any trad route anywhere (except Elbstanstien where you need knots) with more safety than if all you have is hexes,1
2477,Hex placements make adventures seem more adventurous,2
2478,I hate to say this but when deciding who’s advice to take on buying cams or hexes it might be a good thing for you to look at the grade that those people who are telling you to buy hexes climb at,0
2479,I know it’s true that all the old greats used hexes back in the day and ‘they climbed so much harder than us’ but you can make your own decision if the people who are giving you advice to buy hexes top lead grade is 5.8 trad,0
2480,If you start looking at people that climb harder and ask them if they climb with hexes you probably won’t get too many people that do that anymore except for nostalgia,0
2481,Make your own decision obviously,1
2482,I’d buy cams.,2
2483,Funny you repeat what so many have said yet I see more n00bs with triple racks of cams flailing way more often than I see experienced climbers with a light rack,1
2484,I wonder why?,1
2485,I don’t think it’s rocket science to understand why beginners are flailing with whatever gear they have,1
2486,Beginners flail,1
2487,That wasn’t my point at all,1
2488,My point was when you start climbing higher level you trade in the hexes for cams because they are more versatile and convenient for when you’re on the sharp end,2
2489,Unless you’d like to show me modern high end climbers (or even 5.10 trad climbers) that prefer to use hexes (not for the old school feel of it) on a regular biases?,1
2490,Oh~ a higher level eh? I better go buy more stuff so I can climb at a higher level!,1
2491,A person can set a cam incorrectly but guess what~ a person can set a hex incorrectly also,0
2492,You’re using an argument that says that hexes are better because a beginner doesn’t know how to set a cam? I didn’t go to college but I think your argument is called a false correlation argument?(Correct me if I’m wrong~ I didn’t have a lot of the book learnin) It’s like saying a bike is safer than a car because teen drivers crash a lot,1
2493,I mean...it’s your opinion man,1
2494,I’m pretty sure the reasons people climb with cams is because they have more range~ more placement opportunities~ they weigh less and they’re quicker to place,1
2495,You might think that beginners don’t know how to use cams but people who DO know how to use cams choose them over hexes for a reason.,1
2496,I'm still climbing on Hexes I bought back in the 70s,2
2497,I change the cordage out every once in a while tho.,1
2498,Something I find really troubling is that some new trad leaders only use cams,1
2499,I actually went out with a guy who had a shiny new set of cams and didn't know what to do with the nuts I handed him when I said the pitch required them due to rock quality and placement options.,0
2500,This is exactly how I got started...it took 20 years before I had what might be loosely called a “set” of cams,1
2501,I rarely use the hexes now but they got me started with some hand sized pro for 1/3 the cost of the same sized cams and they acted as doubles once I finally could afford a few cams,2
2502,I say get a set,2
2503,You will use them and never be sorry to have another tool in the arsenal,2
2504,Also~ get the slung ones~ not wired,2
2505,Since my main crag is all single pitch trad~ I love building a rap anchor to be left at the top all day out of hexes,2
2506,Much smarter in my opinion than leaving $100 worth of cams unattended 95% of the day.,1
2507,I’m new enough and brave enough to ask:  What makes wired hexes less than ideal? Any when or all the time? Truly need the education,1
2508," ""What makes wired hexes less than ideal? Any when or all the time? Truly need the education",1
2509,""" I personally find equivalently sized cams almost always easier to place",2
2510,It's possible I am jsut a clueless gumby who is making choices because it's easier and faster,1
2511,Which seems okay to me,1
2512,The idea that maybe large cams are suprior to hexes~ and possibly nuts are superior to similarly sized hexes seems reflected in the racks of most of the folks I climb with or see climb (or guidebook listings~ or route descriptions or pretty much every place I see folks talk about what they are carrying),2
2513,Personally~ if price was the issue~ I'd just make it a priority to climb with folks who already have a rack,1
2514,Cause if you're learning~ it would be way better to be following someone who has been doing it already~ anyhow,1
2515,The fact we're mostly climbing with other folks~ and that their tastes and equipment may factor heavily in what goes up the climb~ seems glossed over in this thread,1
2516,I can't even get my partner to take my tricams with him on his pitches,1
2517,And I -like- tricams,2
2518,I have some old hexes from the 90s~ but I don't think I'd have any luck getting my partner to use those when we're climbing any more than my old rigid stem friends,1
2519,I can barely get them to agree to take the couple of totems that I have and like instead of their equivalent x4 cams.,1
2520,I should clarify: I have cams~ wired hexes~ tricams~ nuts~ and even one ballnut,1
2521,But~ what makes wired hexes less than ideal~ and in which situations are they less than ideal and in which situations are they better compared to slung hexes?,1
2522,One word: limestone! On low friction rock passive pro is your friend,2
2523,One word: limestone! On low friction rock passive pro is your friend That’s true,2
2524,I placed a micro cam in some basalt once and it did not inspire confidence,0
2525,I was sure it would slide right out before engaging,0
2526,I haven’t climbed any limestone at all but I assume it’s similar? Are there a lot of limestone crack climbs that protect with gear? I’ve only seen a lot of sport routes in pictures and videos,1
2527," Buy a bunch of cord of various diameters and build a ""Czech Rack."" It will save you tons on gear and you will look cooler",1
2528,The stiffer wire doesn’t allow the hex to “cam” as well as a sling does,0
2529," Go on ""weigh my rack"" and compare a similar sized slung hex and a wired hex",1
